ID,Work Item Type,Title,Title,Title,Description,Assigned To,Business Owner,Business Process Lead,Area Path,Tags,State,Priority,Risk,Effort,Business Value,Time Criticality,Business Outcome Category,Value Area,Process Sequence ID,Discipline
,Feature,,Define agent skill sets,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.010,
,User Story,,,Define agent skill sets,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.010.100,
,Feature,,Define queues and teams,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.020,
,User Story,,,Define queues and teams in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.020.100,
,User Story,,,Define queues and teams in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.020.200,
,Feature,,Define routing rules,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.030,
,User Story,,,Create case routing rules,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.030.100,
,User Story,,,"Create channel routing rules (phone, email, chat, etc.)",,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.030.200,
,Feature,,Determine business process flow,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.040,
,User Story,,,Define the business process flow for cases in Dynamics 364 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.040.100,
,User Story,,,Use case processes in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.040.200,
,User Story,,,Use case workflow in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.040.300,
,Feature,,Define KPIs for call center performance,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.050,
,User Story,,,Define KPIs for call center performance,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.050.100,
,Feature,,Define operating hours,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.060,
,User Story,,,Create oeprating hours in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.060.100,
,User Story,,,Create calendars in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.060.200,
,Feature,,Define case types and policies,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.070,
,User Story,,,Define case types and policies in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.070.100,
,User Story,,,Define case types and policies in finance and operaitons apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.20.070.200,
,Epic,Intake cases,,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30,
,Feature,,Assign a case ,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.010,
,User Story,,,Assign a case to a team/individual in Dynamics 365 Customer service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.010.100,
,User Story,,,Assign a case to a queue in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.010.200,
,User Story,,,Assign a case to a team/individual in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.010.300,
,User Story,,,Assign a case to a queue in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.010.400,
,Feature,,Capture details about a case,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.020,
,User Story,,,Capture details about a case in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.020.100,
,User Story,,,Capture details about a case in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.020.200,
,Feature,,Create a case from a channel,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.030,
,User Story,,,Create a case for a product return/exchange,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.030.100,
,User Story,,,Create a case from a chat,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.030.200,
,User Story,,,Create a case from a phone call,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.030.300,
,User Story,,,Create a case from a portal request,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.030.400,
,User Story,,,Create a case from an email,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.030.500,
,Feature,,Create a case manually,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040,
,User Story,,,Create a case for a customer complaint,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.100,
,User Story,,,Create a case for a customer inquiry,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.150,
,User Story,,,Create a case for a disputed invoice,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.200,
,User Story,,,Create a case for a product return/exchange,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.250,
,User Story,,,Create for warranty on an item,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.300,
,User Story,,,Use a case to mange new product introduction,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.350,
,User Story,,,Create a case from manager self-service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.400,
,User Story,,,Create a case related to a supplier,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.450,
,User Story,,,Create a case related to a quality issue,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.500,
,User Story,,,Create a case for a production order,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.550,
,User Story,,,Create a case related to a project,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.600,
,User Story,,,Create a case related to purchases,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.040.650,
,Feature,,Send notification to customer,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.050,
,User Story,,,Send acknowledgement of a new case to a customer,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.050.100,
,User Story,,,Send resolution of a case to a customer,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.050.200,
,User Story,,,Send an update of a case status to a customer,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.30.050.300,
,Epic,Manage and work on cases,,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40,
,Feature,,Engage in conversations with customers,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.010,
,User Story,,,Engage in chat with customers,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.010.100,
,User Story,,,Engage in email with customers,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.010.200,
,User Story,,,Engage in person with customers,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.010.300,
,User Story,,,Engage over the phone with customers,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.010.400,
,Feature,,Create and track tasks for a case,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.015,
,User Story,,,Create tasks for cases in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.015.100,
,User Story,,,Create tasks for cases in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.015.200,
,Feature,,Follow up on a case,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.020,
,User Story,,,Follow up internally on a case,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.020.100,
,User Story,,,Follow up with a customer about a case,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.020.200,
,User Story,,,Follow up with a vendor about a case,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.020.300,
,Feature,,Merge cases,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.030,
,User Story,,,Merge two cases together in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.030.100,
,Feature,,Re-assign case to another team/individual,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.040,
,User Story,,,Reassign a case in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.040.100,
,User Story,,,Reassign a case in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.040.200,
,Feature,,Send knowledge article to customer,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.050,
,User Story,,,Send a knowledge article to a customer in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.050.100,
,User Story,,,Send a knowledge article to a customer in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.050.200,
,Feature,,Swarm on case with team,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.060,
,User Story,,,Swarm on case with team,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.060.100,
,Feature,,Track additional information against a case,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.070,
,User Story,,,Attach documents to a case in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.070.100,
,User Story,,,Attach documents to a case in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.070.200,
,User Story,,,Add notes to a case in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.070.300,
,User Story,,,Create relationships to other records in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.070.400,
,User Story,,,Create relationships to other records in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.070.500,
,User Story,,,Update the timeline on a case in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.070.600,
,Feature,,Use similar cases to find a solution,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.080,
,User Story,,,Use similar cases to find a solution,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.080.100,
,Feature,,Use the knowledge base to find a solution,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.090,
,User Story,,,Look up solutions in the Dynamics 365 Customer Service knowledge base,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.090.100,
,User Story,,,Look up solutions in the finance and operations apps knowledge base,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.090.200,
,Feature,,Close a case,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.100,
,User Story,,,Capture resolution description,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.100.100,
,User Story,,,Close a case as canceled,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.100.200,
,User Story,,,Close a case as resolved,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.100.300,
,Feature,,Convert a case to a knowledge article,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.110,
,User Story,,,Convert a case to a knowledge article,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.110.100,
,Feature,,Send case close notification,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.120,
,User Story,,,Send case close notifications in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.120.100,
,User Story,,,Send case close notifications in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.120.200,
,Feature,,Reopen a case,,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.130,
,User Story,,,Reopen a case in Dynamics 365 Customer Service,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.130.100,
,User Story,,,Reopen a case in finance and operations apps,,,,,DevOps Product Catalog Working Instance\Case to resolution,,New,1,,,,,,Business,20.40.130.200,
